energy_type,postcode,location_name,consumption_level_kwh,provider,product,unit_rate_ct_per_kwh,standing_charge_eur_per_year,signup_bonus,price_guarantee_months,contract_length_months
ELECTRICITY,10405,Berlin,6000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,22.92,131.1,0,1,1 Monat
ELECTRICITY,10405,Berlin,6000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,34.07,141.84,270,12,12 Monate
ELECTRICITY,10405,Berlin,6000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,34.55,141.84,270,12,12 Monate
ELECTRICITY,10405,Berlin,6000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,6000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,6000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,34.72,126.4,239,12,12 Monate
ELECTRICITY,10405,Berlin,6000,SimplyGreen,SimplyGreen dynamisch,22.7,112.56,0,1,1 Monat
ELECTRICITY,10405,Berlin,6000,Stadtwerke München,M-Strom Fix,37.95,149.21,450,12,12 Monate
ELECTRICITY,10405,Berlin,6000,Stadtwerke Pforzheim,SWP MaxSpar Strom,34.03,112.09,172,12,12 Monate
ELECTRICITY,10405,Berlin,6000,TEAG Thüringer Energie,TEAG.Strom direkt,35.07,120.86,350,12,12 Monate
ELECTRICITY,10405,Berlin,6000,Tibber Deutschland,Dynamischer Tarif,22.46,124.52,45.88,1,1 Monat
ELECTRICITY,10405,Berlin,6000,Vattenfall Sales,ÖkoStrom12 Berlin,35.7,130.8,350,12,12 Monate
ELECTRICITY,10405,Berlin,6000,Vattenfall Sales,ÖkoStrom12 Smart Berlin,35.7,130.8,348,12,12 Monate
ELECTRICITY,10405,Berlin,6000,VeganStrom,VeganStrom Solarplus,36.45,130.08,347.56,12,12 Monate
ELECTRICITY,10405,Berlin,6000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,30.36,124.58,0,1,1 Monat
ELECTRICITY,10405,Berlin,6000,eins energie in sachsen,einsstrom Online,33,115.1,125,12,12 Monate
ELECTRICITY,10405,Berlin,6000,enviaM,MEIN STROM relax,35.66,137.09,367.8,12,12 Monate
ELECTRICITY,10405,Berlin,6000,eprimo,eprimoStrom PrimaKlima,37.81,138.29,455,12,12 Monate
ELECTRICITY,10405,Berlin,6000,immergrün! energie,EnerFlex Prime IG,30.06,174.47,50,1,1 Monat
ELECTRICITY,10405,Berlin,6000,immergrün! energie,Spar Smart FairPlus,37.62,68.13,448.84,12,12 Monate
ELECTRICITY,10405,Berlin,6000,tado energy,tado° Home Monthly,27.44,107.64,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,123energie,123strom,33.65,177.54,300,12,12 Monate
ELECTRICITY,10405,Berlin,7000,123energie,123ökostrom,34.55,189.44,300,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Aras Energy,Aras Ideal Basic,33.94,92.03,268,12,12 Monate
ELECTRICITY,10405,Berlin,7000,E WIE EINFACH,Grün & Günstig Strom,34.91,166.8,271.6,12,12 Monate
ELECTRICITY,10405,Berlin,7000,E WIE EINFACH,MeinÖkoTarif Strom,34.91,166.8,327.64,12,12 Monate
ELECTRICITY,10405,Berlin,7000,ENSTROGA,Fairpower X,20.41,173.41,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,Elektrizitätsversorgung Berlin,ELEKTRIZITÄT BERLIN Strom,29.99,524.79,443.59,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Erenja,Ökostrom Fix,31.87,88.96,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Erenja,Ökostrom Flex,31.02,123.95,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,ExtraEnergie,extraenergie Strom 12 Bonus,40.37,105.48,689.71,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Grünwelt Wärmestrom,Strom Bonus 12,37.08,178.65,601.14,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Grünwelt Wärmestrom,Strom Classic,31.52,89.03,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Grüüün,Natüüürlich25,28.84,154.46,0,18,12 Monate
ELECTRICITY,10405,Berlin,7000,KlickEnergie,KlickNaturstrom,31.91,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,7000,KlickEnergie,KlickStrom,31.72,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Knauber Strom,Knauber Strom Flexibel,30.78,105,0,3,3 Monate
ELECTRICITY,10405,Berlin,7000,Knauber Strom,Knauber Strom Sicher 12,31.78,105,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,LichtBlick,ÖkoStrom Komfort 12,34.33,181.18,300,12,12 Monate
ELECTRICITY,10405,Berlin,7000,LogoEnergie,LogoStrom clever,32.37,71.4,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,MAXENERGY,MAX Ocean Strom 12,31.44,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,MONTANA,MONTANA dynamic,33.07,119.67,349.86,1,1 Monat
ELECTRICITY,10405,Berlin,7000,MONTANA,MONTANA garant 12,35.53,168.22,473.34,12,12 Monate
ELECTRICITY,10405,Berlin,7000,NEW Energie,NEWfair Strom 12,34.42,100.19,276.64,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Naturwerke,Naturstrom Premium classic,31.26,105.14,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Ostrom,Ostrom SimplyFair,31.02,124.58,50.04,1,1 Monat
ELECTRICITY,10405,Berlin,7000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,22.92,131.1,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,34.07,141.84,270,12,12 Monate
ELECTRICITY,10405,Berlin,7000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,34.55,141.84,270,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,7000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,7000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,34.72,126.4,239,12,12 Monate
ELECTRICITY,10405,Berlin,7000,SimplyGreen,SimplyGreen dynamisch,22.7,112.56,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,Stadtwerke Flensburg,Flensburg eXtra,31.83,106.53,0,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Stadtwerke Pforzheim,SWP MaxSpar Strom,34.03,112.09,199,12,12 Monate
ELECTRICITY,10405,Berlin,7000,TEAG Thüringer Energie,TEAG.Strom direkt,35.07,120.86,350,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Tibber Deutschland,Dynamischer Tarif,22.46,124.52,45.88,1,1 Monat
ELECTRICITY,10405,Berlin,7000,Vattenfall Sales,ÖkoStrom12 Berlin,35.7,130.8,350,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Vattenfall Sales,ÖkoStrom12 Smart Berlin,35.7,130.8,348,12,12 Monate
ELECTRICITY,10405,Berlin,7000,VeganStrom,VeganStrom Solarplus,36.45,130.08,402.24,12,12 Monate
ELECTRICITY,10405,Berlin,7000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,30.36,124.58,0,1,1 Monat
ELECTRICITY,10405,Berlin,7000,eins energie in sachsen,einsstrom Online,33,115.1,125,12,12 Monate
ELECTRICITY,10405,Berlin,7000,eprimo,eprimoStrom PrimaKlima,37.98,131.45,455,12,12 Monate
ELECTRICITY,10405,Berlin,7000,tado energy,tado° Home Monthly,27.44,107.64,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,123energie,123strom,33.65,177.54,300,12,12 Monate
ELECTRICITY,10405,Berlin,8000,123energie,123ökostrom,34.55,189.44,300,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Aras Energy,Aras Ideal Basic,33.94,92.03,268,12,12 Monate
ELECTRICITY,10405,Berlin,8000,E WIE EINFACH,Grün & Günstig Strom,34.91,166.8,306.51,12,12 Monate
ELECTRICITY,10405,Berlin,8000,E WIE EINFACH,MeinÖkoTarif Strom,34.91,166.8,327.64,12,12 Monate
ELECTRICITY,10405,Berlin,8000,ENSTROGA,Fairpower X,20.64,173.41,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,Elektrizitätsversorgung Berlin,ELEKTRIZITÄT BERLIN Strom,31.25,625.06,518.75,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Erenja,Ökostrom Fix,31.76,88.96,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Erenja,Ökostrom Flex,31.05,123.95,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,Grünwelt Wärmestrom,Strom Bonus 12,37.08,119.38,600.87,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Grünwelt Wärmestrom,Strom Classic,31.46,89.23,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Grüüün,Natüüürlich25,28.84,154.46,0,18,12 Monate
ELECTRICITY,10405,Berlin,8000,KlickEnergie,KlickNaturstrom,31.91,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,8000,KlickEnergie,KlickStrom,31.72,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Knauber Strom,Knauber Strom Flexibel,30.78,105,0,3,3 Monate
ELECTRICITY,10405,Berlin,8000,Knauber Strom,Knauber Strom Sicher 12,31.78,105,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Leuendorff Strom und Erdgas,Strom Basis 12,32.08,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,LichtBlick,ÖkoStrom Komfort 12,34.33,181.18,300,12,12 Monate
ELECTRICITY,10405,Berlin,8000,LogoEnergie,LogoStrom clever,32.37,71.4,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,MAXENERGY,MAX Ocean Strom 12,31.56,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,MONTANA,MONTANA dynamic,33.07,119.67,399.84,1,1 Monat
ELECTRICITY,10405,Berlin,8000,MONTANA,MONTANA garant 12,35.55,168.22,526.78,12,12 Monate
ELECTRICITY,10405,Berlin,8000,NEW Energie,NEWfair Strom 12,34.42,100.19,304.4,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Naturwerke,Naturstrom Premium classic,31.25,105.14,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Ostrom,Ostrom SimplyFair,31.02,124.58,50.04,1,1 Monat
ELECTRICITY,10405,Berlin,8000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,22.92,131.1,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,34.07,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,8000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,34.55,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,8000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,8000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,34.72,126.4,239,12,12 Monate
ELECTRICITY,10405,Berlin,8000,SimplyGreen,SimplyGreen dynamisch,22.7,112.56,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,Stadtwerke Flensburg,Flensburg eXtra,31.83,106.53,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Stadtwerke Flensburg,Flensburg eXtra regio,31.95,108.87,0,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Stadtwerke Pforzheim,SWP MaxSpar Strom,34.03,112.09,226,12,12 Monate
ELECTRICITY,10405,Berlin,8000,TEAG Thüringer Energie,TEAG.Strom direkt,35.07,120.86,350,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Tibber Deutschland,Dynamischer Tarif,22.46,124.52,45.88,1,1 Monat
ELECTRICITY,10405,Berlin,8000,Vattenfall Sales,ÖkoStrom12 Berlin,35.7,130.8,350,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Vattenfall Sales,ÖkoStrom12 Smart Berlin,35.7,130.8,348,12,12 Monate
ELECTRICITY,10405,Berlin,8000,VeganStrom,VeganStrom Solarplus,36.45,130.08,456.91,12,12 Monate
ELECTRICITY,10405,Berlin,8000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,30.36,124.58,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,eins energie in sachsen,einsstrom Online,33,115.1,125,12,12 Monate
ELECTRICITY,10405,Berlin,8000,tado energy,tado° Home Monthly,27.44,107.64,0,1,1 Monat
ELECTRICITY,10405,Berlin,8000,team energie,teamstrom grün & flexibel,31.87,113.52,0,6,6 Monate
ELECTRICITY,10405,Berlin,9000,123energie,123strom,33.65,177.54,300,12,12 Monate
ELECTRICITY,10405,Berlin,9000,123energie,123ökostrom,34.55,189.44,300,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Aras Energy,Aras Ideal Basic,33.94,92.03,268,12,12 Monate
ELECTRICITY,10405,Berlin,9000,E WIE EINFACH,Grün & Günstig Strom,34.91,166.8,341.42,12,12 Monate
ELECTRICITY,10405,Berlin,9000,E WIE EINFACH,MeinÖkoTarif Strom,34.91,166.8,327.64,12,12 Monate
ELECTRICITY,10405,Berlin,9000,ENSTROGA,Fairpower X,21.09,173.41,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,Erenja,Ökostrom Fix,31.67,88.96,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Erenja,Ökostrom Flex,31.07,123.95,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,Grünwelt Wärmestrom,Strom Bonus 12,37.08,119.32,600.48,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Grünwelt Wärmestrom,Strom Classic,31.41,89.33,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Grüüün,Natüüürlich25,28.84,154.46,0,18,12 Monate
ELECTRICITY,10405,Berlin,9000,KlickEnergie,KlickNaturstrom,31.91,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,9000,KlickEnergie,KlickStrom,31.72,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Knauber Strom,Knauber Strom Flexibel,30.78,105,0,3,3 Monate
ELECTRICITY,10405,Berlin,9000,Knauber Strom,Knauber Strom Sicher 12,31.78,105,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Leuendorff Strom und Erdgas,Strom Basis 12,32.08,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,LichtBlick,ÖkoStrom Komfort 12,34.33,181.18,300,12,12 Monate
ELECTRICITY,10405,Berlin,9000,LogoEnergie,LogoStrom clever,32.37,71.4,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,MAXENERGY,MAX Ocean Strom 12,31.56,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,MONTANA,MONTANA dynamic,33.07,119.67,449.82,1,1 Monat
ELECTRICITY,10405,Berlin,9000,MONTANA,MONTANA garant 12,35.55,168.22,580.1,12,12 Monate
ELECTRICITY,10405,Berlin,9000,NEW Energie,NEWfair Strom 12,34.42,100.19,340.24,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Naturwerke,Naturstrom Premium classic,31.22,105.14,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Ostrom,Ostrom SimplyFair,31.02,124.58,50.04,1,1 Monat
ELECTRICITY,10405,Berlin,9000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,22.92,131.1,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,34.07,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,9000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,34.55,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,9000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,9000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,34.72,126.4,239,12,12 Monate
ELECTRICITY,10405,Berlin,9000,SimplyGreen,SimplyGreen dynamisch,22.7,112.56,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,Stadtwerke Flensburg,Flensburg eXtra,31.83,106.53,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Stadtwerke Flensburg,Flensburg eXtra regio,31.95,108.87,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Stadtwerke Pforzheim,SWP MaxSpar Strom,34.03,112.09,253,12,12 Monate
ELECTRICITY,10405,Berlin,9000,TEAG Thüringer Energie,TEAG.Strom direkt,35.07,120.86,350,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Tibber Deutschland,Dynamischer Tarif,22.46,124.52,45.88,1,1 Monat
ELECTRICITY,10405,Berlin,9000,Vattenfall Sales,ÖkoStrom12 Berlin,35.7,130.8,350,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Vattenfall Sales,ÖkoStrom12 Smart Berlin,35.7,130.8,348,12,12 Monate
ELECTRICITY,10405,Berlin,9000,VeganStrom,VeganStrom Solarplus,36.45,130.08,511.59,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Volkswagen Group Charging,Volkswagen Naturstrom Blue,32.02,120.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,9000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,30.36,124.58,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,eins energie in sachsen,einsstrom Online,33,115.1,125,12,12 Monate
ELECTRICITY,10405,Berlin,9000,tado energy,tado° Home Monthly,27.44,107.64,0,1,1 Monat
ELECTRICITY,10405,Berlin,9000,team energie,teamstrom grün & flexibel,31.87,113.52,0,6,6 Monate
ELECTRICITY,10405,Berlin,10000,123energie,123strom,33.65,177.54,300,12,12 Monate
ELECTRICITY,10405,Berlin,10000,123energie,123ökostrom,34.55,189.44,300,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Aras Energy,Aras Ideal Basic,33.94,92.03,268,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Brillant Energie,Brillant Strom Natur 12,33.87,112.09,98,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Erenja,Ökostrom Fix,32.07,88.96,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Erenja,Ökostrom Flex,31.09,123.95,0,1,1 Monat
ELECTRICITY,10405,Berlin,10000,Grünwelt Wärmestrom,Strom Bonus 12,37.08,109.05,600.56,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Grünwelt Wärmestrom,Strom Classic,31.37,89.43,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Grüüün,Natüüürlich25,28.84,154.46,0,18,12 Monate
ELECTRICITY,10405,Berlin,10000,KlickEnergie,KlickNaturstrom,33.22,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,10000,KlickEnergie,KlickStrom,33.03,119.2,135,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Knauber Strom,Knauber Strom Flexibel,30.78,105,0,3,3 Monate
ELECTRICITY,10405,Berlin,10000,Knauber Strom,Knauber Strom Sicher 12,31.78,105,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Leuendorff Strom und Erdgas,Strom Basis 12,32.08,112.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,LichtBlick,ÖkoStrom Komfort 12,34.33,181.18,300,12,12 Monate
ELECTRICITY,10405,Berlin,10000,LogoEnergie,LogoStrom clever,32.37,71.4,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,MAINGAU Energie,MAINGAU StromGarant,33.05,60,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,MONTANA,MONTANA dynamic,33.07,149.65,499.8,1,1 Monat
ELECTRICITY,10405,Berlin,10000,MONTANA,MONTANA garant 12,35.59,168.22,634.13,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Naturwerke,Naturstrom Premium classic,32.56,105.14,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Ostrom,Ostrom SimplyFair,31.02,124.58,50.04,1,1 Monat
ELECTRICITY,10405,Berlin,10000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,22.92,131.1,0,1,1 Monat
ELECTRICITY,10405,Berlin,10000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,34.07,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,10000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,34.55,141.84,350,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,10000,Rabot Energy,rabot.home flex,23.01,112.47,51.41,1,1 Monat
ELECTRICITY,10405,Berlin,10000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,34.72,126.4,239,12,12 Monate
ELECTRICITY,10405,Berlin,10000,SimplyGreen,SimplyGreen 12,35.2,132,250,12,12 Monate
ELECTRICITY,10405,Berlin,10000,SimplyGreen,SimplyGreen dynamisch,22.7,112.56,0,1,1 Monat
ELECTRICITY,10405,Berlin,10000,Stadtwerke Flensburg,Flensburg eXtra,31.83,106.53,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Stadtwerke Flensburg,Flensburg eXtra regio,31.95,108.87,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Stadtwerke Pforzheim,SWP MaxSpar Strom,34.03,112.09,281,12,12 Monate
ELECTRICITY,10405,Berlin,10000,TEAG Thüringer Energie,TEAG.Strom direkt,35.07,120.86,350,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Tibber Deutschland,Dynamischer Tarif,22.46,124.52,45.88,1,1 Monat
ELECTRICITY,10405,Berlin,10000,Vattenfall Sales,ÖkoStrom12 Berlin,35.7,130.8,350,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Vattenfall Sales,ÖkoStrom12 Smart Berlin,35.7,130.8,348,12,12 Monate
ELECTRICITY,10405,Berlin,10000,VeganStrom,VeganStrom Solarplus,36.45,130.08,566.26,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Volkswagen Group Charging,Volkswagen Naturstrom Blue,32.02,120.09,0,12,12 Monate
ELECTRICITY,10405,Berlin,10000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,30.36,124.58,0,1,1 Monat
ELECTRICITY,10405,Berlin,10000,tado energy,tado° Home Monthly,27.44,107.64,0,1,1 Monat
ELECTRICITY,10405,Berlin,10000,team energie,teamstrom grün & flexibel,31.87,113.52,0,6,6 Monate
ELECTRICITY,10405,Berlin,10000,team energie,teamstrom grün & günstig,32.66,92.04,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,123energie,123strom,26.33,243.03,135.01,12,12 Monate
ELECTRICITY,26676,Barßel,1000,123energie,123ökostrom,27.23,254.93,135.01,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Aras Energy,Aras Ideal Basic,26.25,248.3,85,12,12 Monate
ELECTRICITY,26676,Barßel,1000,E WIE EINFACH,Grün & Günstig Strom,28.48,235.2,132.76,12,12 Monate
ELECTRICITY,26676,Barßel,1000,ENSTROGA,Fairpower X,15,262.99,0,1,1 Monat
ELECTRICITY,26676,Barßel,1000,Erenja,Ökostrom Fix,25.47,179.36,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Grünwelt Wärmestrom,Strom Bonus 12,29.09,262.1,160.95,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Gut & Grün,Gut & Grün,26.03,179.96,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Knauber Strom,Knauber Strom Flexibel,23.47,194.28,0,3,3 Monate
ELECTRICITY,26676,Barßel,1000,Knauber Strom,Knauber Strom Sicher 12,24.47,194.28,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,LogoEnergie,LogoStrom clever,25.23,178.5,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,MONTANA,MONTANA dynamic,25.75,213.49,49.98,1,1 Monat
ELECTRICITY,26676,Barßel,1000,MONTANA,MONTANA garant 12,30.88,200.63,101.42,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Mainova,Strom Online 12,28.41,195.43,60,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Mainova,Strom Online 12 ÖkoPremium,30.3,195.43,60,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Ostrom,Ostrom SimplyFair,23.7,213.88,50.04,1,1 Monat
ELECTRICITY,26676,Barßel,1000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,15.6,224.93,0,1,1 Monat
ELECTRICITY,26676,Barßel,1000,Rabot Energy,rabot.home flex,16.29,201.76,57.12,1,1 Monat
ELECTRICITY,26676,Barßel,1000,SachsenEnergie Versorgung,Ökostrom 12,27.99,219.57,112,12,12 Monate
ELECTRICITY,26676,Barßel,1000,SimplyGreen,SimplyGreen 12,27.9,222,100,12,12 Monate
ELECTRICITY,26676,Barßel,1000,SimplyGreen,SimplyGreen dynamisch,15.38,201.84,0,1,1 Monat
ELECTRICITY,26676,Barßel,1000,Stadtwerke Augsburg,swa Strom Online natur,28.45,213.27,103.69,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke Flensburg,Flensburg eXtra,24.51,195.83,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke Karlsruhe,BesserVersorgt Strom fix,26.76,250.61,125,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke München,M-Strom Fix,30.63,238.51,157.6,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke München,M-Ökostrom Fix,31.58,238.51,157.6,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke Pforzheim,SWP MaxSpar Strom,27.13,201.38,70,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke Schwerin,mienStroom 12,27.29,201.38,71.13,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Stadtwerke Schwerin,mienStroom natur 12,27.59,201.38,71.58,12,12 Monate
ELECTRICITY,26676,Barßel,1000,TEAG Thüringer Energie,TEAG.Strom direkt,27.74,210.38,120,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Tibber Deutschland,Dynamischer Tarif,15.14,213.77,45.88,1,1 Monat
ELECTRICITY,26676,Barßel,1000,Vattenfall Sales,ÖkoStrom12,29.9,202.8,115,12,12 Monate
ELECTRICITY,26676,Barßel,1000,Vattenfall Sales,Ökostrom12 Smart,29.9,202.8,113,12,12 Monate
ELECTRICITY,26676,Barßel,1000,VeganStrom,VeganStrom Solarplus,25.52,220.32,71.33,12,12 Monate
ELECTRICITY,26676,Barßel,1000,enercity,enercity Strom natürlich garantiert,27.17,216.26,97,12,12 Monate
ELECTRICITY,26676,Barßel,1000,enno energie,enno strom Vario,26.07,177.64,0,12,12 Monate
ELECTRICITY,26676,Barßel,1000,eprimo,eprimoStrom PrimaKlima,28.87,218.07,119.7,12,12 Monate
ELECTRICITY,26676,Barßel,1000,goldstrom,goldgas sicher12 Strom,27.71,194.67,82.47,12,12 Monate
ELECTRICITY,26676,Barßel,1000,goldstrom,natürlich12 Strom,28,194.67,84.9,12,12 Monate
ELECTRICITY,26676,Barßel,2000,123energie,123strom,26.33,254.93,215,12,12 Monate
